ISIN;Название;Эффективная доходность (YTM), %;Кредитное качество (рэнкинг);Кредитное качество (число, max=10);Коэф. Ликвидности (max=100);Лет до даты;Цена, % от номинала;Событие в дату;Текущий номинал;НКД;Размер купона;Текущий купон, %;Купон (раз/год);Тип купона;Тип эмитента;Текущая цена + НКД;чистая прибыль;ROI (всего)
RU000A101U61;Ульоб35002;17,4; B+;4;43,6;1,7;89,77;погашение;500;10,94;16,45;6,6;2;фиксированный;субфедеральные/муниципальные;908,64;140,71;0,154857809
RU000A103S30;ДрктЛиз1Р7;27,7; B;3;32,3;0,9;89,19;погашение;400;4,03;11,47;11,5;4;фиксированный;корпоративные;895,93;138,48;0,154565647
RU000A10BGH8;Акрон Б1P8;8,2; A;8;38,9;2;100,09;погашение;1000;1,09;6,53;7,95;12;фиксированный;корпоративные;1001,99;154,73;0,154422699
RU000A10BP79;МТС 2P-11;15,9; AA;9;41,9;1,1;104,11;право продать (put);1000;1,04;15,62;19;12;фиксированный;корпоративные;1042,14;160,92;0,154413035
RU000A100DQ4;ИА ДОМ 9P2;0; AA;9;24,4;3,4;90,08;погашение;130,51;0,71;3,13;9,5;4;фиксированный;корпоративные;901,51;139,18;0,15438542
RU000A1077V4;РСЭКСМБ2Р4;21,6; AA;9;50;1,1;99,92;право продать (put);1000;40;49,86;18;4;плавающий;корпоративные;1039,2;160,24;0,154195535
RU000A10CZA1;СамолетP20;22,8; BBB;7;65;0,9;100,45;погашение;1000;13,39;17,47;21,25;12;фиксированный;корпоративные;1017,89;156,81;0,154053974
RU000A106U90;Пркт1111Р1;24,3; B+;4;34,2;0,8;94,04;погашение;1000;20,66;36,15;14,5;4;фиксированный;корпоративные;961,06;147,39;0,153361913
RU000A1024L7;Томскобл20;17,3; BB-;5;33,8;1,7;89,55;погашение;400;6,24;6,61;6,7;4;фиксированный;субфедеральные/муниципальные;901,74;137,92;0,152948744
RU000A103RU0;СберИОС471;0; AA;9;17,8;1;86,7;погашение;1000;0,4;0,5;0,01;0;фиксированный;корпоративные;867,4;132,6;0,152870648
RU000A103P25;СберИОС468;0; AA;9;13,7;0,9;86,7;погашение;1000;0,41;0,5;0,01;0;фиксированный;корпоративные;867,41;132,59;0,152857357
RU000A108Z02;СберИОС633;0; AA;9;24,2;3,8;86,81;погашение;1000;0;0,01;0,01;12;фиксированный;корпоративные;868,1;132,35;0,152459394
RU000A102H34;СтаврКрай4;16; BBB;7;27,1;2,1;89,29;погашение;250;2;3,86;6,2;4;фиксированный;субфедеральные/муниципальные;894,9;135,98;0,151949939
RU000A107TH4;АЛЬФАБ2Р26;15,3; AA;9;36,9;1,3;99,22;погашение;1000;25,33;34,41;13,8;4;фиксированный;корпоративные;1017,53;154,52;0,15185793
RU000A103DY2;БЭЛТИ БОП4;24,9; B;3;29,9;1,3;93;погашение;475;0,8;4,78;12,25;12;фиксированный;корпоративные;930,8;140,9;0,151375161
RU000A101T56;РСЭКСМБ2Р2;16,2; AA;9;22,8;1,6;103,88;право продать (put);1000;69,57;91,75;6,15;2;фиксированный;корпоративные;1108,37;166,88;0,15056344
RU000A101P27;Якут-35014;16,3; BBB;7;26,7;1,5;89,98;погашение;400;3,13;6,47;6,49;4;фиксированный;субфедеральные/муниципальные;902,93;135,89;0,150498931
RU000A103RL9;ПетрИнжP1;20,8; BB;6;33,3;0,9;92,27;погашение;1000;9,88;24,31;9,75;4;фиксированный;корпоративные;932,58;140,35;0,150496472
RU000A10C667;СберИОС748;0; AA;9;21,9;4,9;87;погашение;1000;0,02;0,06;0,01;2;фиксированный;корпоративные;870,02;130,52;0,15001954
RU000A103TX0;ВТБ Б1-242;9,3; AA;9;11,4;1,6;86,99;досрочное погашение;1000;0,04;0,05;0,01;2;фиксированный;корпоративные;869,94;130,21;0,149676989
RU000A101QN1;ГазпромКP4;16; AA;9;38,2;0,6;87,09;право продать (put);1000;24,57;29,42;5,9;2;фиксированный;корпоративные;895,47;133,95;0,149586251
RU000A10CUF1;ТАЛК002P03;22; B+;4;27,3;0,9;99,9;право продать (put);1000;14,79;16,44;20;12;фиксированный;корпоративные;1013,79;150,61;0,148561339
RU000A102FV5;Челяб35001;13,7; A;8;23,1;2,1;90,89;погашение;400;3,55;5,98;6;4;фиксированный;субфедеральные/муниципальные;912,45;135,39;0,148380733
RU000A107AW3;Аэрфью2Р02;19,6; BB;6;43,3;1,1;98,48;погашение;1000;25,42;39,89;16;4;фиксированный;корпоративные;1010,22;149,34;0,147829186
RU000A107720;МКЛизинг1;25,3; B;3;37,5;1;97,4;погашение;722,5;10,48;10,83;17,65;12;фиксированный;корпоративные;984,48;145,48;0,147773444
RU000A10AQZ1;СберИОС675;0; AA;9;13,8;4,4;87,2;погашение;1000;0,01;0,03;0,01;4;фиксированный;корпоративные;872,01;128,5;0,147360695
RU000A10AUG3;АПРИ 2Р7;25,4; B+;4;43,3;0,8;104,9;право продать (put);1000;12,93;24,25;29,5;12;фиксированный;корпоративные;1061,93;156,32;0,147203676
RU000A104SX0;РЖД 1Р-24R;14,6; AA;9;37,8;1,5;97,03;погашение;1000;57,56;59,19;11,87;2;фиксированный;корпоративные;1027,86;149,71;0,145652132
RU000A107JN3;ТМК ЗО2027;12,9; BBB;7;45,2;1,3;90,2;погашение;1000;8,84;21,5;4,3;2;фиксированный;корпоративные;910,84;132,16;0,145096834
RU000A102MB3;Титан-3 01;7,7; AA;9;26,3;27,8;100;погашение;70,24;1,29;1,32;7,45;4;фиксированный;корпоративные;1001,29;145,23;0,145042895
RU000A103LF4;СберИОС465;0; AA;9;13,4;0,9;87,3;погашение;1000;0,41;0,5;0,01;0;фиксированный;корпоративные;873,41;126,59;0,144937658
RU000A109QN4;Экспо1П02;21,5; BBB;7;41,1;0,9;100,05;право продать (put);1000;14,58;16,2;0;12;плавающий;корпоративные;1015,08;146,92;0,144737361
RU000A0ZYU21;АЛЬФА БО40;16,5; AA;9;31,1;1,3;96,84;право продать (put);1000;21,34;66,18;7,35;2;фиксированный;корпоративные;989,74;142,62;0,14409845
RU000A104KE7;СберИОС528;0; AA;9;7,4;1,7;87,4;погашение;1000;0,34;0,5;0,01;0;фиксированный;корпоративные;874,34;125,66;0,143719834
RU000A10ADD6;NSKATD-02;16,8; BB;6;43,7;1,1;113,68;право продать (put);1000;9,53;23,84;29;12;фиксированный;корпоративные;1146,33;163,59;0,142707597
RU000A1087G4; ПСБ Фин2Р1;21,2; B;3;37,4;1,4;101,18;погашение;600;8,63;10,36;22;12;плавающий;корпоративные;1020,43;145,33;0,142420352
RU000A109BR7; СберСIB875;0; AA;9;6,2;1,4;87,6;погашение;1000;0;0;0;0;нулевой;корпоративные;876;124;0,141552511
RU000A0NR5W6; СберСIB530;0; AA;9;6,4;1,6;87,6;погашение;1000;0,14;0,3;0,01;0;фиксированный;корпоративные;876,14;123,86;0,141370101
RU000A101NG2;МТС 1P-15;16; AA;9;28,1;1;92,04;погашение;1000;14,47;16,45;6,6;4;фиксированный;корпоративные;934,87;130,93;0,140051558
RU000A106D83;СберИОС570;0; AA;9;16,1;0,7;87,7;погашение;1000;0,23;0,3;0,01;0;фиксированный;корпоративные;877,23;122,77;0,139951894
RU000A106R12;ЭконЛиз1Р5;25; B+;4;33;0,8;94,75;погашение;1000;31,42;38,64;15,5;4;фиксированный;корпоративные;978,92;137;0,139950149
RU000A10B8X7;ДАРСДев1Р3;22; B+;4;46,3;0,9;104,98;погашение;1000;14,96;21,37;26;12;фиксированный;корпоративные;1064,76;148,94;0,139881288
RU000A10BTQ2;ТЛК 1Р3;29,3; B;3;43;0,6;101,17;право продать (put);1000;6,9;23,01;28;12;фиксированный;корпоративные;1018,6;142,47;0,139868447
RU000A10B313;Брус 2P05;20,4; BB;6;58,1;0,9;104,9;право продать (put);1000;7,46;20,34;24,75;12;фиксированный;корпоративные;1056,46;146,94;0,13908714
RU000A109874;СамолетP15;22,1; BBB;7;55,1;0,8;99,52;право продать (put);1000;9,62;16,03;19,5;12;фиксированный;корпоративные;1004,82;139,45;0,138781075
RU000A10AHC9;РЕСОЛиБП23;15,5; BBB;7;45,9;1,1;110,55;право продать (put);1000;2,68;20,14;24,5;12;фиксированный;корпоративные;1108,18;153,64;0,138641737
RU000A10CP52;ГазКап3P19;8,3; AA;9;50,7;1,8;97,3;погашение;1000;2,98;5,26;6,4;12;фиксированный;корпоративные;975,98;134,48;0,137789709
RU000A10A5R6; СберСIB957;0; AA;9;3,1;1,3;87,93;погашение;1000;0;0;0;0;нулевой;корпоративные;879,3;120,7;0,137268282
RU000A109JK5;СберИОС648;0; AA;9;6,1;4;88,01;погашение;1000;0,01;0,01;0,01;13;фиксированный;корпоративные;880,11;120,41;0,136812444
RU000A108C09;СберИОС621;0; AA;9;23,6;3,6;88;погашение;1000;0,01;0,01;0,01;11;фиксированный;корпоративные;880,01;120,38;0,1367939
RU000A108DG8;СберИОС620;0; AA;9;16,4;3,6;88,01;погашение;1000;0;0,01;0,01;12;фиксированный;корпоративные;880,1;120,33;0,1367231
RU000A103TL5;СберИОС409;0; AA;9;1,3;1;87,99;погашение;1000;0;0,1;0,01;1;фиксированный;корпоративные;879,9;120,2;0,136606433
RU000A10B3Q2;БинФарм1P5;19,7; BB;6;47,9;0,9;104,41;право продать (put);1000;5,79;19,32;23,5;12;фиксированный;корпоративные;1049,89;143,31;0,136500014
RU000A102SM7;СДЭКГлБП01;20,7; B;3;38,2;1,3;93,86;погашение;600;3,75;4,68;9,5;12;фиксированный;корпоративные;942,35;127,85;0,13567146
RU000A0ZZZ58;ИА ДОМ 7P2;0; AA;9;16,2;22,7;88,07;погашение;192,69;0;0;9,83;4;плавающий;корпоративные;880,7;119,3;0,135460429
RU000A106631;АПРИ 2Р2;31,2; B+;4;51,3;0,5;101,87;право продать (put);1000;2,63;79,78;32;4;фиксированный;корпоративные;1021,33;138,23;0,135343131
RU000A104A39;sКапиталР1;17,7; A;8;36,6;1,1;93,3;погашение;1000;37,91;51,11;10,25;2;фиксированный;корпоративные;970,91;131,31;0,135244255
RU000A106DV1;РКС2Р3;30,4; B+;4;44,3;0,6;93,12;погашение;1000;17,13;38,02;15,25;4;фиксированный;корпоративные;948,33;127,71;0,134668312
RU000A0JV4M0;ОФЗ 29007;18,7; AAA;10;56,8;1,4;103,91;погашение;1000;31,02;106,51;5,45;2;плавающий;государственные;1070,12;142,9;0,133536426
RU000A107A28;sГПБ005P1P;16,2; AA;9;37,9;1,1;97,5;погашение;1000;20,61;32,14;12,75;4;фиксированный;корпоративные;995,61;132,95;0,133536224
RU000A0JWYJ0;Самолет 01;21,8; BBB;7;40,5;1;105,13;погашение;1000;61,26;64,82;10,3;4;фиксированный;корпоративные;1112,56;146,72;0,131876034
RU000A105XA5;ГазКЗ-27Ф;6; AA;9;25,1;1,7;92,89;погашение;5000;22,89;77;1,54;1;фиксированный;корпоративные;951,79;125,21;0,131552128
RU000A106TM6;ВТБ Б1-343;20,3; AA;9;49,7;0,8;98,71;погашение;1000;11,64;14,44;21;12;плавающий;корпоративные;998,74;131,22;0,131385546
RU000A106RY5;СберИОС581;0; AA;9;12,2;1;88,4;погашение;1000;0;0,1;0,01;1;фиксированный;корпоративные;884;116,1;0,131334842
RU000A0JS3W6;ОФЗ 26207;14,1; AAA;10;71,4;1,3;93,77;погашение;1000;18,09;40,64;8,15;2;фиксированный;государственные;955,79;125,49;0,131294531
RU000A102G35;МосОб35016;15,7; AA;9;37,4;2,1;91,29;погашение;300;2,64;4,45;5,95;4;фиксированный;субфедеральные/муниципальные;915,54;120,06;0,131135723
RU000A103UL3;ТатнхимP01;20,4; B;3;40,4;0,9;101,91;погашение;1000;21,21;35,34;15;6;фиксированный;корпоративные;1040,31;136,39;0,131105151
RU000A10A6V6; РоялКапБ1;38,3; C;1;26,7;2;88,4;погашение;1000;0,68;0;0;12;плавающий;корпоративные;884,68;115,32;0,130352218
RU000A0JXN21;СистемБ1P6;17,6; BBB;7;33,9;0,5;92,24;право продать (put);1000;8,63;52,36;8,9;2;фиксированный;корпоративные;931,03;121,33;0,130318035
RU000A0JWST1;ГТЛК БО-08;15,6; BBB;7;30,6;0,8;88,5;погашение;1000;0,15;0,5;8,21;2;фиксированный;корпоративные;885,15;115,35;0,130316895
RU000A108C58;ЭлемЛиз1P8;19,1; BB;6;30,5;1,5;98,86;погашение;501,4;1,76;6,59;16;12;фиксированный;корпоративные;990,36;128,26;0,129508462
RU000A107AM4;АЛЬФАБ2Р25;16,1; AA;9;36;1,1;98,1;погашение;1000;21,42;33,03;13,25;4;фиксированный;корпоративные;1002,42;129,7;0,129386884
RU000A100FE5;ГТЛК 1P-14;19,8; BBB;7;38;0,8;94,47;право продать (put);1000;16,23;28,4;11,39;4;фиксированный;корпоративные;960,93;124,27;0,129322635
RU000A103AM3;СберИОС435;0; AA;9;5,3;0,8;88,6;погашение;1000;0,42;0,5;0,01;0;фиксированный;корпоративные;886,42;113,58;0,12813339
RU000A10B7J8;ФосАгро2П3;7,7; AA;9;46,7;1,9;100,1;погашение;1000;5,75;6,16;7,5;12;фиксированный;корпоративные;1006,75;128,77;0,12790663
RU000A10BX53; СбКИБ1P160;0; AA;9;5,3;4,9;88,7;погашение;1000;0;0;0;0;нулевой;корпоративные;887;113;0,127395716
RU000A106JR6; СберСIB548;0; AA;9;6,5;2,9;88,7;погашение;1000;0,02;0,31;0,01;0;фиксированный;корпоративные;887,02;112,98;0,127370296
RU000A0JWZY6;СистемБ1P5;17; BBB;7;31,8;1,1;99,03;погашение;1000;29,59;37,4;6,85;4;фиксированный;корпоративные;1019,89;129,71;0,127180382
RU000A106AB9;СберИОС566;0; AA;9;12;0,7;88,7;погашение;1000;0,23;0,3;0,01;0;фиксированный;корпоративные;887,23;112,77;0,127103457
RU000A103FM2;СберИОС460;0; AA;9;14;0,9;88,7;погашение;1000;0,41;0,5;0,01;0;фиксированный;корпоративные;887,41;112,59;0,126874838
RU000A106HB4;iВУШ 1P2;24,9; BB;6;54,6;0,7;93,19;погашение;1000;7,76;29,42;11,8;4;фиксированный;корпоративные;939,66;119,18;0,12683311
RU000A107P88;СберИОС602;0; AA;9;24,3;3,3;88,81;погашение;1000;0,01;0,01;0,01;11;фиксированный;корпоративные;888,11;112,25;0,126392001
RU000A105JH9;ГазКЗ-27Д2;8,4; AA;9;41,9;1,7;91,8;погашение;1000;9,75;15;3;2;фиксированный;корпоративные;927,75;117,25;0,126381029
RU000A1054X9;СберИОС536;0; AA;9;9,8;1,9;88,8;погашение;1000;0,01;0,1;0,01;1;фиксированный;корпоративные;888,01;112,09;0,126226056
RU000A106EX5;СберИОС573;0; AA;9;8,8;0,8;88,8;погашение;1000;0,02;0,1;0,01;1;фиксированный;корпоративные;888,02;111,98;0,126100763
RU000A1032L0;СберИОС440;0; AA;9;7,5;2,6;88,8;погашение;1000;0,44;0,7;0,01;0;фиксированный;корпоративные;888,44;111,56;0,125568412
RU000A1013P1;ВЭБ1P-18;16,2; AA;9;41;1,1;92,18;погашение;1000;31,67;36,25;7,27;2;фиксированный;корпоративные;953,47;119,03;0,124838747
RU000A10B0Z9;ТелХолБ2-9;21,8; BB;6;50;0,8;103,2;право продать (put);1000;15,12;19,73;24;12;фиксированный;корпоративные;1047,12;130,45;0,1245798
RU000A109825;АЗБУКАВКП3;20; BB;6;34,6;0,8;100,46;право продать (put);1000;9,89;15,62;23;12;плавающий;корпоративные;1014,49;126,09;0,124289052
RU000A1057D4;МЕТАЛИН1P2;7,2; AA;9;31;1,9;94,25;погашение;1000;4,46;9,22;3,7;4;фиксированный;корпоративные;946,96;117,58;0,124165751
RU000A108UM0;ГПБ004Р09;16,3; AA;9;14,7;0,8;88,98;погашение;1000;0,02;0,1;0,01;1;фиксированный;корпоративные;889,82;110,18;0,123822796
RU000A107EE3;СОБИЛИЗ1Р4;29,3; B;3;36,4;1,1;96,38;погашение;430;3,81;6,72;19;12;фиксированный;корпоративные;967,61;119,75;0,123758539
RU000A10BX46; СбКИБ1P159;0; AA;9;2,6;3,1;88,99;погашение;1000;0;0;0;0;нулевой;корпоративные;889,9;110,1;0,123721766
RU000A100PB0;ЖКХРСЯ БО1;27,4; C;1;48,1;0,8;98,71;погашение;1000;56,08;57,34;12,5;4;фиксированный;корпоративные;1043,18;128,84;0,123506969
RU000A106P63;ФЭСАгро1Р1;23,8; B+;4;42,1;0,8;95,3;погашение;1000;30,68;34,9;14;4;фиксированный;корпоративные;983,68;121,02;0,123027814
RU000A0JXS83;ЯрОбл 2017;16,4; BB;6;33,2;1,5;93,25;погашение;375;0,43;7,85;8,4;4;фиксированный;субфедеральные/муниципальные;932,93;114,17;0,122377885
RU000A10B3Y6;ВсИнстр1Р6;17,9; BB;6;36,1;0,9;105,55;погашение;1000;7,73;19,32;23,5;12;фиксированный;корпоративные;1063,23;129,97;0,122240719
RU000A107C75;ИнвОбл01;13,1; B;3;16,1;0,9;89,11;погашение;1000;0,01;0,1;0,01;1;фиксированный;корпоративные;891,11;108,89;0,122195913
RU000A108E64;СберИОС622;0; AA;9;26,8;3,6;89,21;погашение;1000;0;0,01;0,01;11;фиксированный;корпоративные;892,1;108,29;0,121387737
RU000A107EQ7;ИАДОМ 1P42;0; AA;9;20,4;7,9;89,2;погашение;727,51;0;0;10,12;4;плавающий;корпоративные;892;108;0,121076233
RU000A106PY9; Неолизинг1;28,9; B;3;28,1;0,7;95,44;погашение;720;9,72;10,06;17;12;фиксированный;корпоративные;964,12;116,36;0,12069037
RU000A10AA10;ПСБЛизП01;14,3; A;8;47,2;1,1;111,68;погашение;1000;14,38;20,55;25;12;фиксированный;корпоративные;1131,18;135,97;0,120201913
RU000A106K35;АВТОБФ БП4;13,5; BBB;7;25,2;1,2;102,44;право продать (put);1000;2,05;37,4;10;4;фиксированный;корпоративные;1026,45;123,15;0,119976618
RU000A108HX4; СберСIB842;0; AA;9;18,7;1,2;89,28;погашение;1000;0,08;0,2;0,01;0;фиксированный;корпоративные;892,88;107,12;0,119971329
RU000A10B487;ДелПорт1P4;17,1; A;8;48,8;0,9;103,95;погашение;1000;5,68;17,05;20,75;12;фиксированный;корпоративные;1045,18;125,32;0,119902792
RU000A106SL0;ИСТРСЫР 02;19,7; CCC;2;32,4;0,8;98,54;погашение;1000;3,58;11,92;14,5;12;фиксированный;корпоративные;988,98;118,3;0,119618192
RU000A10BNE1;СИМПЛ1Р03;18,7; BB;6;40,9;0,8;103,87;погашение;1000;3,7;18,49;22,5;12;фиксированный;корпоративные;1042,4;124,01;0,118965848
RU000A1066A1;УралСт1Р02;26; BBB;7;55,9;0,5;94,07;погашение;1000;0,58;26,43;10,6;4;фиксированный;корпоративные;941,28;111,58;0,118540711
RU000A1070L0;ЯТЭК 1P-3;17,5; BB;6;44,2;0,9;99,01;погашение;1000;6,73;38,27;15,35;4;фиксированный;корпоративные;996,83;117,98;0,118355186
RU000A106DK4; Фордевинд2;28,6; B;3;41,3;0,6;96,6;погашение;1000;10,52;13,15;16;12;фиксированный;корпоративные;976,52;115,53;0,118307869
RU000A104UA4;Сегежа2P4R;27,1; B;3;33;0,6;92,15;право продать (put);1000;16,73;24,56;11;4;фиксированный;корпоративные;938,23;110,89;0,118190636
RU000A100W60;ЕвропланБ3;15,8; A;8;35,7;1,4;105,2;право продать (put);1000;16,56;97,23;19,5;2;фиксированный;корпоративные;1068,56;125,9;0,117822116
RU000A10B0R6;Кокс01Р2;21,4; BB;6;48;0,8;104,66;право продать (put);1000;16,77;20,96;25,5;12;фиксированный;корпоративные;1063,37;125,27;0,117804715
RU000A108CH8;ГПБ004Р07;-29,2; AA;9;18,3;0,6;89,46;погашение;1000;0,04;0,1;0,01;1;фиксированный;корпоративные;894,64;105,36;0,117768041
RU000A106EZ0;ВИС Ф БП04;19,9; BBB;7;49,2;0,8;95,76;погашение;1000;23,68;32,16;12,9;4;фиксированный;корпоративные;981,28;115,2;0,117397685
RU000A10B3T6;ИЭКХолд1Р3;17,4; BB;6;42,7;0,9;106,13;погашение;1000;8,46;19,52;23,75;12;фиксированный;корпоративные;1069,76;125,44;0,117259946
RU000A104362;ВСК 1P-02R;16,7; A;8;29,5;1,1;93,88;погашение;1000;41,6;47,62;9,55;2;фиксированный;корпоративные;980,4;114,84;0,117135863
RU000A10BWN3;ТАЛК002P02;27,9; B+;4;42,4;0,7;102,86;право продать (put);1000;19,95;21,37;26;12;фиксированный;корпоративные;1048,55;122,41;0,116742168
RU000A10B0A2;Магнит5P03;19,4; AA;9;52,2;0,8;100,88;погашение;1000;13,01;15,62;0;12;плавающий;корпоративные;1021,81;118,77;0,116234916
RU000A10D301;ЭНплГ1РС8;9,3; BB;6;35,8;1,4;98,5;погашение;1000;2,78;6,41;7,8;12;фиксированный;корпоративные;987,78;114,78;0,116199964
RU000A10A6W4;РОЛЬФ 1Р04;22,4; BB;6;41,8;0,6;101,4;погашение;1000;0,63;18,9;23;12;плавающий;корпоративные;1014,63;117,67;0,11597331
RU000A106C50;СЕЛЛСерв02;26,5; B;3;34,2;0,6;96,73;погашение;1000;1,15;11,51;15;12;фиксированный;корпоративные;968,45;112,12;0,115772626
RU000A107WL0;ИКС5Фин3P4;20,5; AA;9;50,4;0,9;100;право продать (put);1000;24,59;47,62;19,1;4;плавающий;корпоративные;1024,59;118,27;0,115431538
RU000A1054W1;Полюс Б1P2;7,4; AA;9;45,6;1,8;94,13;погашение;1000;6,35;18,95;3,8;2;фиксированный;корпоративные;947,65;109,2;0,115232417
RU000A10B7H2;Апт36,62P2;19,1; BB-;5;43,5;0,9;105,85;право продать (put);1000;18,79;20,14;24,5;12;фиксированный;корпоративные;1077,29;124,11;0,115205748
RU000A1078H1;СОБИЛИЗ1Р3;29,9; B;3;33,6;1;95,62;погашение;400;2,88;5,75;17,5;12;фиксированный;корпоративные;959,08;109,92;0,114609834
RU000A10CRD2;НорНик1P15;8,1; AA;9;42,7;1,5;99,49;право продать (put);1000;2,05;6,16;7,5;12;фиксированный;корпоративные;996,95;113,93;0,11427855
RU000A1056T2;ЦР БО-02;26,9; CCC;2;34,8;0,8;96,13;погашение;600;7,99;8,88;18;12;фиксированный;корпоративные;969,29;110,63;0,114135089
RU000A10ABK5;SELSILV01;2,2; BBB;7;36;4,1;106,99;погашение;1311,2;6,32;12,44;4;4;фиксированный;корпоративные;1076,22;122,82;0,114121648
RU000A10CSD0;РУСАЛ 1Р15;9; BBB;7;40,9;1,4;98,2;погашение;1000;1,39;5,96;7,25;12;фиксированный;корпоративные;983,39;111,97;0,113861235
RU000A103QL1; Росагрл1Р3;18,5; BBB;7;28,9;0,9;92,67;погашение;1000;9,03;42,13;8,45;2;фиксированный;корпоративные;935,73;106,4;0,113708014
RU000A1070X5;АБЗ-1 1Р05;22,7; BB-;5;51;0,9;95,77;погашение;670;5,01;7,16;13;12;изменяемый;корпоративные;962,71;108,89;0,113107789
RU000A10B8M0;СэтлГрБ2P4;18,2; BB;6;44,9;0,9;106,06;право продать (put);1000;14,41;19,64;23,9;12;фиксированный;корпоративные;1075,01;121,39;0,11291988
BYM000002154;РесБел 340;9,3; n/a;;30,9;1,7;97,8;погашение;1000;25,49;38,86;7,63;2;фиксированный;государственные;1003,49;113,09;0,112696689
RU000A107B43;ГТЛК ЗО27Д;10,1; BBB;7;42,6;1,4;93,48;погашение;1000;5,94;23,25;4,65;2;фиксированный;корпоративные;940,74;105,76;0,112422136
RU000A103PX8;ЛСР БО 1Р7;20,4; BB;6;45,9;0,9;91,83;погашение;400;4,17;8,63;8,65;4;фиксированный;корпоративные;922,47;103,42;0,112112047
RU000A108AS9;ДАРСДев1Р2;25,7; B+;4;45,7;0,5;97,36;погашение;1000;4,32;43,63;17,5;4;фиксированный;корпоративные;977,92;109,34;0,111808737
RU000A10BBQ0;СберИОС705;0; AA;9;17,7;4,5;90;погашение;1000;0,02;0,02;0,01;4;фиксированный;корпоративные;900,02;100,34;0,111486411
RU000A102HU3;iУОМЗ Б-П2;18,2; BB;6;1,4;0,6;89,98;право продать (put);1000;0,38;0,5;0,1;2;фиксированный;корпоративные;900,18;100,32;0,111444378
RU000A1095B8;ИнвОбл09;12; B;3;20,1;0,9;89,98;погашение;1000;0,01;0,1;0,01;1;фиксированный;корпоративные;899,81;100,19;0,111345729
RU000A10BWU8; СбКИБ1P149;0; AA;9;30,4;2,9;90;погашение;1000;0;0;0;0;нулевой;корпоративные;900;100;0,111111111
RU000A103QK3;МэйлБ1Р1;17,9; BB;6;46,9;0,9;92,68;погашение;1000;8,66;39,39;7,9;2;фиксированный;корпоративные;935,46;103,93;0,111100421
RU000A109QT1;ИнвОбл11;11,9; B;3;16,3;0,9;90;погашение;1000;0,01;0,1;0,01;1;фиксированный;корпоративные;900,01;99,99;0,111098766
RU000A10B5M6; Агродом02;30,1; CCC;2;31,3;0,5;103;право продать (put);1000;3,29;24,66;30;12;фиксированный;корпоративные;1033,29;114,67;0,110975622
RU000A106CM2;СмартФ1Р01;27,5; B;3;35,4;0,6;94,9;погашение;1000;22,44;39,27;15,75;4;фиксированный;корпоративные;971,44;107,1;0,110248703
RU000A1056S4;ФСК РС Б5;15,3; AA;9;20,7;0,9;94,94;право продать (put);1000;8,62;21,19;8,5;4;фиксированный;корпоративные;958,02;105,55;0,110175153
RU000A10AV15;ВИС Ф БП07;18,5; BBB;7;50,2;0,8;105,9;погашение;1000;10,38;20,75;25,25;12;фиксированный;корпоративные;1069,38;117,37;0,109755185
RU000A106A94;ВТБ Б1-323;19,8; AA;9;22,3;0,6;90,12;погашение;1000;0,02;0,02;0,01;4;фиксированный;корпоративные;901,22;98,82;0,109651361
RU000A107VV1;МКБ ЗО26-2;14,5; BBB;7;43,2;0,9;91,5;погашение;1000;3,77;19,38;3,88;2;фиксированный;корпоративные;918,77;100,61;0,109505099
RU000A1090K0;Магнит4P06;19,1; AA;9;44;0,7;100,27;погашение;1000;5,42;14,79;22;12;плавающий;корпоративные;1008,12;110,2;0,109312383
RU000A1010B7;ТрнфБО1P13;15,1; AA;9;44,3;1;93;погашение;1000;33,22;34,16;6,85;2;фиксированный;корпоративные;963,22;105,1;0,109113183
RU000A0ZYEB1;ТрансФ1P04;24,2; BB;6;37,3;0,5;94,4;право продать (put);1000;2,74;49,86;10,5;2;фиксированный;корпоративные;946,74;103,12;0,10892114
RU000A107C91;МСБЛиз3P02;24,1; B;3;38,5;1,1;97,24;погашение;466,72;6,09;6,52;16;12;изменяемый;корпоративные;978,49;106,27;0,108606118
RU000A10B347;Акрон Б1P7;8,7; A;8;48,8;1,4;102,23;досрочное погашение;1000;4,6;8,63;10,5;12;фиксированный;корпоративные;1026,9;111,18;0,108267602
RU000A103DT2;Артгн БО01;20,7; B+;4;34,2;0,7;94,58;погашение;1000;5,3;26,8;10,75;4;фиксированный;корпоративные;951,1;102,5;0,107769951
RU000A0NNEA2;ВТБ Б1-188;21,5; AA;9;20,1;0,5;90,32;погашение;1000;0,05;0,05;0,01;2;фиксированный;корпоративные;903,25;96,8;0,107168558
RU000A108TV3;АЛРОCЗ027Д;8,3; AA;9;37,8;1,4;92,1;вероятность выкупа (call);1000;10,42;15,5;3,1;2;фиксированный;корпоративные;931,42;99,58;0,106912027
RU000A1040E8;ЦифрБро1П2;12,2; B+;4;33,1;1;94,11;погашение;1000;11,9;13,71;5,5;4;фиксированный;корпоративные;953;101,84;0,106862539
RU000A10AU73;ГТЛК 2P-07;18; BBB;7;58,9;0,8;105,25;погашение;1000;11,84;19,73;24;12;фиксированный;корпоративные;1064,34;113,23;0,106385178
RU000A10BJL4;ТЛК 1Р2;29,3; B;3;44,3;0,5;101,5;право продать (put);1000;18,27;23,84;29;12;фиксированный;корпоративные;1033,27;109,77;0,106235543
